"","I5d_1","I5d_3","I5d_4","I5d_6","I5d_8","I5d_9","I5d_10","I5d_11","I5d_12","I5d_13","I5d_14","I5d_16","I5d_17","I5d_18","I5d_19","I5d_20","I5d_23","I5d_24","I5d_25","I5d_30","I5d_31","I5d_32","I5d_33","I5d_34","I5d_36","I5d_37","I5d_38","I5d_39","I5d_40","I5d_41","I5d_42","I5d_43","I5d_44","I5d_45","I5d_46","I5d_47","I5d_48","I5d_49","I5d_50","I5d_51","I5d_52","I5d_53","I5d_54","I5d_55","I5d_56","I5d_57","I5d_58","I5d_59","I5d_60","I5d_61","I5d_62","I5d_63","I5d_64","I5d_66","I5d_67","I5d_69","I5d_70","I5d_71","I5d_72","I5d_73","I5d_74","I5d_77","I5d_78","I5d_79","I5d_81","I5d_82","I5d_83","I5d_84","I5d_87","I5d_88","I5d_89","I5d_90","I5d_91","I5d_92","II5d_1","II5d_2","II5d_3","II5d_4","II5d_5","II5d_6","II5d_7","II5d_8","II5d_9","II5d_10","II5d_14","II5d_15","II5d_19","II5d_22","II5d_23","II5d_24","II5d_25","II5d_27","II5d_28","II5d_29","II5d_30","II5d_32","II5d_34","II5d_36","II5d_37","II5d_38","II5d_39","II5d_40","II5d_42","II5d_43","II5d_44","II5d_46","II5d_48","II5d_49","II5d_50","II5d_51","II5d_52","II5d_53","II5d_54","II5d_55","II5d_56","II5d_57","II5d_58","II5d_59","II5d_60","II5d_61","II5d_64","II5d_66","II5d_67","II5d_68","II5d_69","II5d_70","II5d_72","II5d_73","II5d_77","II5d_78","II5d_79","II5d_80","II5d_81","II5d_83","II5d_85","II5d_87","II5d_88","II5d_90","II5d_93","II5d_95","II5d_96","III5d_1","III5d_3","III5d_6","III5d_7","III5d_8","III5d_9","III5d_10","III5d_11","III5d_12","III5d_14","III5d_15","III5d_16","III5d_17","III5d_18","III5d_21","III5d_23","III5d_24","III5d_25","III5d_28","III5d_29","III5d_35","III5d_36","III5d_37","III5d_38","III5d_40","III5d_42","III5d_43","III5d_45","III5d_46","III5d_47","III5d_48","III5d_49","III5d_50","III5d_51","III5d_52","III5d_53","III5d_54","III5d_55","III5d_57","III5d_59","III5d_60","III5d_64","III5d_65","III5d_66","III5d_68","III5d_70","III5d_71","III5d_72","III5d_74","III5d_75","III5d_78","III5d_79","III5d_80","III5d_82","III5d_84","III5d_85","III5d_87","III5d_88","III5d_90","III5d_91","III5d_92","III5d_95","III5d_96","IV5d_1","IV5d_2","IV5d_3","IV5d_4","IV5d_5","IV5d_6","IV5d_7","IV5d_10","IV5d_12","IV5d_14","IV5d_16","IV5d_20","IV5d_21","IV5d_23","IV5d_25","IV5d_28","IV5d_29","IV5d_33","IV5d_34","IV5d_36","IV5d_37","IV5d_38","IV5d_40","IV5d_44","IV5d_45","IV5d_46","IV5d_47","V5d_2","V5d_4","V5d_6","V5d_9","V5d_10","V5d_12","V5d_13","V5d_14","V5d_15","V5d_17","V5d_18","V5d_19","V5d_23","V5d_24","V5d_25","V5d_27","V5d_29","V5d_30","V5d_32","V5d_36","V5d_37","V5d_38","V5d_39","V5d_40","V5d_42","V5d_43","V5d_44","V5d_45","V5d_46","V5d_47","V5d_48","V5d_49","V5d_52","V5d_53","V5d_55","V5d_56","V5d_58","V5d_61","V5d_66","V5d_68","V5d_70","V5d_71","V5d_72","V5d_73","V5d_74","V5d_77","V5d_78","V5d_79","V5d_80","V5d_82","V5d_83","V5d_84","V5d_87","V5d_88","V5d_90","V5d_91","V5d_92","V5d_93","V5d_95","V5d_96"
"Tfg__chr16",0.1,1.1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,2.1,0.1,2.1,4.1,1.1,1.1,1.1,0.1,5.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,3.1,0.1,1.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,1.1,2.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,1.1,1.1,0.1,1.1,0.1,0.1,2.1,1.1,1.1,1.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,0.1,1.1,0.1,1.1,2.1,1.1,1.1,0.1,0.1,0.1,0.1,2.1,1.1,2.1,0.1,0.1,0.1,1.1,2.1,0.1,0.1,0.1,1.1,1.1,2.1,0.1,0.1,1.1,1.1,3.1,0.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,2.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,3.1,0.1,0.1,1.1,0.1,2.1,0.1,1.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1
"Timm23__chr14",0.1,1.1,1.1,1.1,0.1,0.1,4.1,0.1,0.1,1.1,3.1,1.1,2.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,2.1,0.1,2.1,0.1,0.1,2.1,0.1,1.1,0.1,1.1,0.1,1.1,3.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,2.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,2.1,1.1,3.1,1.1,0.1,0.1,1.1,0.1,1.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,2.1,2.1,0.1,1.1,0.1,2.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,1.1,1.1,2.1,0.1,1.1,0.1,0.1,1.1,3.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,1.1,2.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,2.1,2.1,0.1,1.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,2.1,1.1,0.1,0.1,0.1,0.1,5.1,2.1,0.1,2.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,2.1,1.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,2.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,2.1,1.1,0.1,0.1,0.1
"Tk1__chr11",0.1,0.1,1.1,2.1,0.1,0.1,0.1,0.1,1.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,2.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,1.1,0.1,2.1,1.1,2.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,2.1,2.1,0.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,3.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,2.1,0.1,2.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,4.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,1.1,2.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,5.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,3.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,2.1,3.1,2.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,2.1,2.1,0.1,1.1,0.1,0.1,0.1,0.1,2.1,1.1,1.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,3.1,1.1,0.1,0.1,0.1,0.1,1.1,1.1,1.1
"Tkt__chr14",3.1,1.1,2.1,1.1,3.1,3.1,1.1,1.1,5.1,0.1,1.1,0.1,1.1,3.1,1.1,5.1,2.1,0.1,0.1,0.1,2.1,0.1,3.1,2.1,1.1,2.1,1.1,1.1,1.1,2.1,0.1,5.1,0.1,1.1,3.1,2.1,2.1,0.1,6.1,0.1,1.1,1.1,5.1,6.1,3.1,1.1,1.1,3.1,3.1,2.1,2.1,1.1,1.1,2.1,3.1,1.1,1.1,1.1,2.1,1.1,2.1,1.1,1.1,2.1,1.1,3.1,3.1,1.1,1.1,2.1,1.1,0.1,1.1,0.1,1.1,1.1,2.1,3.1,0.1,1.1,3.1,5.1,2.1,0.1,0.1,0.1,5.1,2.1,2.1,1.1,1.1,1.1,1.1,2.1,0.1,1.1,1.1,0.1,5.1,2.1,3.1,2.1,9.1,2.1,1.1,0.1,3.1,1.1,0.1,5.1,3.1,1.1,0.1,3.1,4.1,0.1,5.1,0.1,3.1,1.1,0.1,3.1,4.1,0.1,3.1,3.1,3.1,5.1,3.1,1.1,1.1,0.1,0.1,1.1,2.1,6.1,3.1,1.1,1.1,2.1,1.1,2.1,1.1,0.1,1.1,0.1,2.1,2.1,3.1,3.1,1.1,3.1,1.1,2.1,4.1,1.1,1.1,1.1,0.1,2.1,0.1,0.1,0.1,4.1,1.1,2.1,2.1,1.1,2.1,2.1,2.1,1.1,1.1,0.1,1.1,2.1,2.1,0.1,1.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,1.1,0.1,2.1,0.1,1.1,1.1,5.1,1.1,1.1,5.1,3.1,0.1,0.1,0.1,3.1,2.1,1.1,1.1,1.1,2.1,2.1,0.1,1.1,3.1,1.1,1.1,2.1,2.1,2.1,3.1,0.1,3.1,0.1,4.1,1.1,1.1,4.1,1.1,5.1,4.1,4.1,0.1,2.1,2.1,1.1,2.1,3.1,1.1,5.1,1.1,3.1,2.1,4.1,0.1,4.1,6.1,4.1,0.1,1.1,1.1,1.1,1.1,6.1,2.1,3.1,11.1,3.1,3.1,2.1,5.1,4.1,2.1,3.1,1.1,1.1,0.1,1.1,0.1,1.1,2.1,2.1,2.1,2.1,3.1,0.1,3.1,1.1,1.1,0.1,1.1,2.1,6.1,1.1,2.1,0.1,1.1,1.1,3.1,2.1,2.1,1.1,2.1,1.1,1.1,4.1
"Tm4sf5__chr11",0.1,0.1,1.1,2.1,5.1,0.1,0.1,1.1,1.1,2.1,1.1,0.1,5.1,2.1,1.1,0.1,1.1,6.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,7.1,3.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,4.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,5.1,2.1,0.1,2.1,0.1,2.1,3.1,0.1,1.1,0.1,1.1,2.1,4.1,1.1,3.1,0.1,2.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,1.1,2.1,2.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,4.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,1.1,0.1,2.1,1.1,3.1,1.1,1.1,0.1,3.1,1.1,0.1,2.1,1.1,3.1,3.1,0.1,0.1,0.1,1.1,1.1,0.1,1.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,6.1,0.1,2.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,0.1,1.1,1.1,0.1,0.1,2.1,0.1,0.1,0.1,5.1,1.1,0.1,1.1,5.1,0.1,0.1,0.1,0.1,0.1,1.1,2.1,0.1,1.1,0.1,1.1,1.1,5.1,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,3.1,1.1,0.1,1.1,0.1,1.1,6.1,2.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,1.1,3.1,0.1,0.1,1.1,0.1,5.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,1.1,2.1,0.1,0.1,0.1,0.1,2.1,0.1,2.1,2.1,0.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,1.1,1.1,2.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1,2.1,0.1,1.1,0.1,0.1,1.1,1.1,0.1,2.1,2.1,0.1,0.1,0.1,0.1,1.1,8.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,1.1,0.1,0.1,0.1
"Tm6sf2__chr8",0.1,0.1,1.1,2.1,3.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,4.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,5.1,1.1,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,4.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,2.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,2.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,3.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
"Tm9sf2__chr14",2.1,2.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,1.1,1.1,2.1,1.1,3.1,0.1,3.1,1.1,0.1,0.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1,2.1,0.1,1.1,1.1,2.1,1.1,0.1,3.1,2.1,1.1,0.1,1.1,0.1,0.1,3.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,4.1,0.1,0.1,3.1,0.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,0.1,0.1,1.1,1.1,3.1,2.1,2.1,0.1,1.1,1.1,5.1,0.1,1.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,1.1,1.1,2.1,0.1,1.1,3.1,0.1,1.1,1.1,2.1,1.1,2.1,2.1,2.1,0.1,1.1,1.1,0.1,0.1,2.1,0.1,0.1,2.1,0.1,0.1,1.1,0.1,1.1,3.1,0.1,0.1,2.1,1.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,1.1,1.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,1.1,0.1,1.1,0.1,3.1,1.1,4.1,2.1,1.1,1.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,1.1,2.1,0.1,2.1,0.1,3.1,1.1,0.1,1.1,2.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,2.1,0.1,1.1,0.1,1.1,0.1,1.1,0.1,0.1,2.1,2.1,2.1,0.1,0.1,0.1,2.1,2.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,1.1,1.1,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,2.1,1.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,2.1,0.1,3.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,2.1,1.1,2.1,1.1,1.1,0.1,0.1,2.1,1.1,0.1,0.1,2.1,1.1,0.1,0.1,2.1,0.1
"Tm9sf3__chr19",0.1,0.1,2.1,1.1,1.1,0.1,1.1,0.1,0.1,1.1,0.1,3.1,1.1,0.1,1.1,0.1,0.1,2.1,2.1,1.1,2.1,0.1,0.1,1.1,0.1,0.1,1.1,3.1,2.1,1.1,0.1,1.1,2.1,4.1,1.1,2.1,1.1,0.1,3.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,2.1,0.1,3.1,0.1,1.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,2.1,2.1,1.1,1.1,2.1,1.1,1.1,3.1,2.1,2.1,1.1,0.1,1.1,1.1,1.1,5.1,1.1,3.1,0.1,3.1,2.1,2.1,0.1,0.1,3.1,0.1,0.1,0.1,1.1,2.1,3.1,0.1,1.1,2.1,4.1,1.1,1.1,1.1,0.1,1.1,0.1,6.1,0.1,2.1,1.1,0.1,0.1,0.1,1.1,0.1,3.1,1.1,0.1,1.1,1.1,1.1,4.1,3.1,0.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,2.1,0.1,0.1,2.1,1.1,0.1,3.1,1.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,1.1,1.1,0.1,1.1,1.1,0.1,3.1,0.1,1.1,2.1,0.1,0.1,4.1,1.1,0.1,1.1,5.1,0.1,1.1,2.1,1.1,0.1,2.1,4.1,2.1,2.1,1.1,1.1,3.1,0.1,2.1,2.1,1.1,0.1,1.1,0.1,0.1,1.1,2.1,1.1,0.1,0.1,2.1,0.1,1.1,1.1,0.1,1.1,2.1,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,2.1,1.1,1.1,2.1,3.1,1.1,1.1,0.1,1.1,2.1,1.1,0.1,4.1,0.1,1.1,0.1,1.1,1.1,4.1,0.1,3.1,0.1,2.1,2.1,1.1,1.1,0.1,0.1,1.1,0.1,2.1,0.1,0.1,1.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,1.1,2.1,0.1,0.1,0.1,0.1,0.1,4.1,4.1,0.1,4.1,0.1,1.1,1.1,1.1,3.1,4.1,0.1,2.1,2.1,1.1,0.1,0.1,1.1,0.1,1.1,2.1,1.1,2.1,0.1,1.1,0.1,1.1,2.1,0.1,2.1,2.1
"Tma7__chr9",0.1,3.1,0.1,3.1,1.1,0.1,1.1,0.1,1.1,1.1,1.1,0.1,3.1,2.1,1.1,0.1,1.1,2.1,0.1,1.1,1.1,3.1,2.1,3.1,1.1,2.1,1.1,0.1,0.1,1.1,1.1,2.1,3.1,2.1,4.1,2.1,2.1,2.1,2.1,0.1,0.1,0.1,2.1,0.1,0.1,2.1,1.1,2.1,1.1,1.1,3.1,2.1,2.1,2.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1,2.1,1.1,2.1,2.1,1.1,3.1,1.1,0.1,1.1,3.1,3.1,2.1,2.1,3.1,1.1,3.1,1.1,2.1,2.1,3.1,2.1,0.1,1.1,0.1,3.1,0.1,0.1,0.1,1.1,0.1,3.1,0.1,0.1,1.1,1.1,0.1,1.1,1.1,3.1,0.1,1.1,2.1,0.1,0.1,1.1,3.1,1.1,1.1,3.1,0.1,1.1,2.1,1.1,0.1,4.1,2.1,0.1,3.1,2.1,2.1,2.1,0.1,0.1,0.1,0.1,0.1,1.1,3.1,1.1,2.1,1.1,2.1,1.1,1.1,1.1,1.1,5.1,0.1,0.1,1.1,2.1,1.1,2.1,1.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,2.1,2.1,2.1,1.1,5.1,0.1,0.1,0.1,1.1,1.1,2.1,0.1,0.1,2.1,2.1,1.1,0.1,1.1,3.1,1.1,1.1,1.1,0.1,3.1,1.1,0.1,0.1,1.1,0.1,1.1,2.1,0.1,1.1,2.1,1.1,1.1,0.1,2.1,2.1,2.1,1.1,0.1,3.1,3.1,1.1,1.1,2.1,1.1,1.1,2.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,2.1,4.1,1.1,1.1,0.1,0.1,2.1,0.1,2.1,0.1,2.1,2.1,0.1,1.1,1.1,0.1,1.1,4.1,0.1,2.1,0.1,6.1,1.1,1.1,3.1,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,2.1,2.1,4.1,3.1,1.1,2.1,3.1,0.1,1.1,1.1,2.1,1.1,0.1,5.1,0.1,7.1,0.1,2.1,1.1,3.1,5.1,4.1,3.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1,1.1,3.1,0.1,0.1,3.1,1.1,0.1,1.1,1.1,1.1,2.1,1.1
"Tmbim6__chr15",1.1,3.1,1.1,4.1,3.1,2.1,0.1,2.1,3.1,2.1,1.1,2.1,6.1,4.1,2.1,1.1,1.1,4.1,1.1,2.1,3.1,4.1,3.1,1.1,3.1,1.1,1.1,2.1,2.1,0.1,2.1,0.1,4.1,1.1,4.1,4.1,3.1,2.1,3.1,2.1,2.1,3.1,3.1,2.1,0.1,1.1,1.1,0.1,0.1,3.1,2.1,5.1,5.1,2.1,1.1,2.1,1.1,2.1,4.1,3.1,1.1,0.1,4.1,2.1,3.1,0.1,2.1,0.1,1.1,1.1,1.1,1.1,2.1,5.1,2.1,3.1,2.1,6.1,2.1,0.1,1.1,2.1,2.1,2.1,3.1,4.1,3.1,1.1,1.1,3.1,1.1,1.1,2.1,1.1,0.1,2.1,2.1,0.1,6.1,3.1,1.1,1.1,0.1,3.1,5.1,2.1,5.1,1.1,2.1,1.1,3.1,1.1,2.1,9.1,3.1,1.1,0.1,3.1,2.1,3.1,2.1,1.1,1.1,2.1,1.1,5.1,0.1,3.1,3.1,2.1,1.1,0.1,0.1,0.1,1.1,0.1,1.1,3.1,1.1,4.1,0.1,2.1,1.1,3.1,3.1,1.1,1.1,5.1,2.1,0.1,2.1,2.1,2.1,10.1,2.1,1.1,1.1,2.1,1.1,0.1,2.1,5.1,2.1,0.1,5.1,3.1,2.1,1.1,1.1,2.1,1.1,2.1,1.1,1.1,2.1,3.1,3.1,4.1,1.1,0.1,3.1,3.1,3.1,0.1,2.1,2.1,6.1,0.1,3.1,2.1,0.1,1.1,1.1,4.1,1.1,6.1,2.1,0.1,1.1,2.1,2.1,1.1,2.1,5.1,1.1,1.1,1.1,1.1,0.1,1.1,3.1,0.1,0.1,1.1,1.1,1.1,3.1,2.1,0.1,1.1,1.1,3.1,2.1,0.1,1.1,2.1,2.1,1.1,0.1,1.1,2.1,2.1,3.1,2.1,3.1,0.1,1.1,5.1,3.1,1.1,6.1,0.1,3.1,1.1,4.1,0.1,0.1,2.1,3.1,2.1,2.1,3.1,0.1,0.1,2.1,4.1,1.1,3.1,4.1,1.1,2.1,0.1,3.1,0.1,1.1,2.1,1.1,2.1,2.1,1.1,0.1,0.1,4.1,0.1,4.1,2.1,1.1,4.1,1.1,2.1,0.1,2.1,4.1,1.1,2.1,2.1,1.1,2.1,3.1,2.1,0.1
