Supplementary Table 2. Expression of genes in TEC and dynamic step tissue specificity calls.																
																
Ensembl ID	Gene Symbol	GNF GeneAtlas Specificity	calculated FPKMs							CuffDiff FPKMs						
ENSMUSG00000032185	Carm1	NRE	30.37979072	21.73724892	28.62880106	19.4643669	25.83285696	18.96297034	23.76874563	26.0173	17.7174	22.7883	15.4477	20.594	14.7623	18.5653
ENSMUSG00000032187	Smarca4	NRE	47.27413776	50.79062539	46.21292181	49.7698297	55.64657789	53.22994428	52.02583138	46.8425	49.8351	43.3107	48.3964	51.5787	50.3805	48.8652
ENSMUSG00000032192	Gnb5	NRE	3.526643983	1.447452584	1.43800345	1.741230261	0.59444023	1.575074072	0.905831169	3.7238	1.74827	1.52402	1.92477	0.711575	1.54342	0.963626
ENSMUSG00000032193	Ldlr	NRE	11.98686908	30.51522089	10.85411833	18.09642647	14.58639142	17.62305536	14.81689349	10.762	27.4523	9.28605	16.191	12.0933	15.0717	12.7113
ENSMUSG00000032194	Kank2	NRE	21.6708233	6.33674756	8.535321929	3.955312781	5.510324925	4.325290418	4.753522267	21.068	5.97026	7.72167	3.726	4.90323	3.92126	4.23161
ENSMUSG00000032199	Polr2m	NRE	67.71877079	41.68335527	52.45060037	42.33375233	37.23799695	34.53111153	35.99449212	78.6499	47.7481	57.8041	48.3533	40.7387	39.0525	39.7569
ENSMUSG00000032203	Pigb	NRE	10.11835244	8.635228386	12.1433057	9.243963663	8.004676641	9.212077969	8.168297804	5.26825	4.26449	6.53305	4.41578	4.34281	4.56396	4.11651
ENSMUSG00000032212	Sltm	NRE	31.82119596	36.34473388	28.25134704	33.39284604	36.08009151	32.90246758	36.12628871	28.0517	31.7228	23.7204	28.8735	29.768	27.7072	30.0951
ENSMUSG00000032215	Rsl24d1	NRE	15.58651024	11.35588783	11.0570114	10.10490457	8.872864918	8.496306505	8.12215519	7.10382	5.09338	4.91575	4.54366	3.75246	3.4337	3.31683
ENSMUSG00000032216	Nedd4	NRE	360.4723312	162.2219642	280.2711961	112.5155565	116.1777494	90.00730925	89.53299397	315.357	141.713	233.454	97.2194	95.5384	75.513	74.1981
ENSMUSG00000032217	Rnf111	NRE	7.848154929	8.01290847	9.685009066	7.349337538	8.001070346	7.946360346	7.939716692	7.75569	7.85395	8.97882	7.18028	7.26356	7.33567	7.23579
ENSMUSG00000032218	Ccnb2	NRE	18.4874139	19.52391646	10.49121257	18.19270013	14.00016086	10.20570357	10.18062596	15.6093	16.5204	8.46723	15.3039	11.2115	8.23182	7.92972
ENSMUSG00000032228	Tcf12	NRE	46.26531715	19.22146801	24.22272792	15.58145217	15.01469622	14.04723295	14.34332252	46.8341	19.2841	23.4718	15.9743	14.992	14.4505	14.0085
ENSMUSG00000032231	Anxa2	NRE	296.2842065	153.0835718	405.1965248	106.4063958	81.48009631	75.27444603	59.0524909	318.889	163.704	388.195	107.011	77.2652	74.9925	55.9845
ENSMUSG00000032239	Rp9	NRE	19.57044722	10.55091224	14.26490967	8.910746812	10.26616339	8.849519331	9.59544249	31.32	16.5494	21.2759	13.6799	15.6181	13.717	14.8175
ENSMUSG00000032245	Cln6	NRE	5.684900734	7.892837935	12.58154702	8.451490686	6.707257848	9.268206119	6.800951621	5.76733	7.67806	11.81	8.2101	6.16053	8.84424	6.31165
ENSMUSG00000032246	Calml4	NRE	9.403405648	28.37925661	44.18471674	37.48129167	29.42435765	49.3194508	27.97660457	9.79651	28.2494	41.8044	36.8853	26.5048	45.7515	26.0423
ENSMUSG00000032249	Anp32a	NRE	48.78729302	22.80679023	38.101954	14.25472734	15.94476156	10.99606322	11.77734418	87.3594	43.172	66.6492	26.0714	26.6615	18.5576	19.6199
ENSMUSG00000032253	Phip	NRE	12.88205636	21.1361752	16.36051235	20.82484562	31.7128869	21.57899226	31.47596592	11.9707	19.5882	14.355	19.0314	29.0596	19.0674	27.743
ENSMUSG00000032261	Sh3bgrl2	NRE	3.352109043	9.581387116	9.5117965	11.08552505	12.62806673	11.38017153	12.35481596	5.99005	16.9194	16.0754	19.397	20.9647	19.3969	20.7321
ENSMUSG00000032263	Bckdhb	NRE	46.4481796	10.05216155	13.85039097	13.3615205	9.739684781	12.77543626	9.280558072	50.5333	14.2843	15.0926	20.0129	9.57605	17.1751	9.95852
ENSMUSG00000032264	Zw10	NRE	13.3105616	13.08913165	12.39352006	15.55426449	16.28275096	13.76473666	14.90864307	11.3685	11.1002	9.9836	13.0209	13.0718	11.2342	12.0236
ENSMUSG00000032265	Fam46a	NRE	0.784410468	4.97738115	8.374962047	4.011923372	2.726851042	4.401155792	3.289062065	0.800194	5.06134	8.09625	4.00998	2.57232	4.26691	3.15159
ENSMUSG00000032271	Nnmt	NRE	0.010405554	2.0167739	0.010231313	1.784246421	0.013707622	1.195461897	0	0.0113042	2.03603	0.0112691	1.78676	0.011695	1.12441	0
ENSMUSG00000032279	Idh3a	NRE	21.37112172	29.27824707	25.30202972	30.75344834	23.64555557	23.72121572	22.19820799	23.278	32.1699	25.9593	33.3357	23.9621	24.5393	22.5604
ENSMUSG00000032281	Acsbg1	NRE	0.080209721	7.504241519	2.211298573	11.93950125	4.856445225	13.68882541	5.89989259	0.144178	9.14203	2.77349	14.8623	5.56833	17.075	7.07547
ENSMUSG00000032288	Imp3	NRE	34.63168092	30.20896569	31.9959543	32.16406886	31.99323076	27.86810342	29.53720398	35.8237	30.798	31.1099	32.4345	31.0429	27.3542	28.7663
ENSMUSG00000032289	Thsd4	NRE	3.812574119	3.633222124	3.501719532	2.165786882	2.83828141	2.254808129	2.602287548	4.41837	4.29217	3.71094	2.44699	2.99517	2.43015	2.75107
ENSMUSG00000032290	Ptpn9	NRE	24.58119768	31.56453461	27.13353375	30.08770898	41.5651275	32.96163671	44.70182669	22.7156	29.0056	24.0562	27.5446	36.1154	29.2515	39.0165
ENSMUSG00000032293	Ireb2	NRE	24.91255053	24.15028977	19.16527389	20.82319083	17.13282806	17.18257442	17.093809	22.589	21.8597	16.4001	18.5471	14.4202	14.9033	14.5883
ENSMUSG00000032294	Pkm2	NRE	186.3505532	232.6153273	172.2754611	205.9441246	254.7159012	234.1042199	246.5582544	181.175	223.912	157.358	196.78	231.226	217.102	224.425
ENSMUSG00000032295	Man2c1	NRE	20.00495767	14.08052859	23.5022115	14.78924968	19.98976276	16.72102981	20.58228391	20.5774	14.1159	22.6296	14.7446	19.3243	16.3483	19.8039
ENSMUSG00000032298	Neil1	NRE	6.083696865	4.292896388	6.119012065	5.09604124	5.504514064	5.346689859	5.632012596	5.96502	4.2516	5.79541	4.96443	5.13441	5.2609	5.40622
ENSMUSG00000032299	Commd4	NRE	28.75252696	32.15478188	28.68548594	32.44207838	29.32283236	34.06100116	30.10897822	20.9813	22.7529	19.7644	23.0899	20.3915	23.9085	20.7794
ENSMUSG00000032301	Psma4	NRE	174.3155619	118.4769739	79.96401815	128.7396766	114.5859014	109.4317498	118.3761681	183.679	123.105	78.7015	130.165	112.252	107.752	117.002
ENSMUSG00000032305	2310046O06Rik	NRE	9.69111671	4.984697533	6.66264806	4.862983578	6.16168656	4.512038644	5.49759399	9.50627	4.68921	6.19526	4.61386	5.5252	4.21029	4.92582
ENSMUSG00000032306	Mpi	NRE	7.048347815	23.32442162	15.26949363	25.25776521	36.49763679	30.52404895	38.63978282	6.37188	20.5785	12.9621	22.2475	30.3007	26.1993	32.4202
ENSMUSG00000032307	Ube2q2	NRE	14.82475625	10.90232165	10.56101365	10.2088686	7.945751023	7.467490156	7.451113207	17.8944	12.6684	11.9312	12.0681	9.36107	9.08559	8.9355
ENSMUSG00000032308	Ulk3	NRE	5.935423315	5.140161506	9.638508301	5.633287441	6.355659742	6.780520652	7.051316024	4.83378	4.10818	7.36166	4.42408	4.87254	5.24665	5.41066
ENSMUSG00000032309	Fbxo22	NRE	15.06134907	11.99544157	14.92547649	12.17022288	11.66928513	11.58418163	11.58398598	16.9153	13.8652	17.076	12.5754	12.3641	12.6256	12.2904
ENSMUSG00000032312	Csk	NRE	27.43658573	43.55799657	44.0946706	45.63987077	57.91137531	56.75553523	63.41542085	22.8963	35.8773	34.9505	37.866	46.0449	45.2913	50.4398
ENSMUSG00000032314	Etfa	NRE	247.7632109	116.2884449	71.61703223	116.3734766	110.4837376	103.8126093	106.5099125	187.274	87.4779	51.4233	87.1598	78.7565	75.2671	76.1046
ENSMUSG00000032316	Clk3	NRE	57.5395713	29.75406393	28.24845913	28.29991447	38.33374933	35.151904	38.60267319	47.4534	23.5288	20.696	22.1257	29.643	27.5161	30.2857
ENSMUSG00000032322	Pstpip1	NRE	4.980841881	5.206360701	7.148541173	5.347105571	4.174769187	7.185278212	5.298530305	3.83509	3.93438	5.03339	3.96387	2.96941	5.29985	3.79083
ENSMUSG00000032324	Tspan3	NRE	55.42341884	60.45630391	44.49163225	73.16425091	55.61978886	79.99197799	63.09577337	98.6702	105.335	73.2062	125.788	88.7754	131.25	100.36
ENSMUSG00000032328	Tmem30a	NRE	48.70044207	36.98815638	34.07088966	37.52126208	32.37985081	31.26693737	36.09707608	48.2598	36.3578	31.7765	36.2621	29.6109	29.3696	33.6809
ENSMUSG00000032329	Hmg20a	NRE	13.54345234	9.414837519	12.36836883	9.407611076	9.246019358	8.566420732	8.730312149	12.6534	8.68339	11.0313	8.61403	8.22718	7.74879	7.7974
ENSMUSG00000032330	Cox7a2	NRE	106.2844764	136.1356965	100.5985604	149.4524502	130.569607	136.2561216	128.8549982	89.4424	112.243	80.2626	124.231	103.218	109.141	104.661
ENSMUSG00000032333	Stoml1	NRE	24.46975619	59.951532	40.71942207	65.427834	109.9081193	67.78315836	110.7185683	23.348	55.8997	36.1745	60.7882	97.0455	61.2127	98.1867
ENSMUSG00000032340	Neo1	NRE	16.69600712	21.47609402	14.10507384	22.36509925	19.82006897	24.8092443	20.62319541	15.1205	19.188	12.0886	19.9753	16.7426	21.2895	17.638
ENSMUSG00000032342	Mto1	NRE	5.195976962	3.672259827	4.379640019	4.267744275	3.96242314	3.725520881	3.676580468	5.71744	4.13201	4.76396	4.81305	4.08613	3.9888	3.87779
ENSMUSG00000032348	Gsta4	NRE	113.5991891	30.29478874	36.90895493	47.55085257	18.52491278	80.02946967	31.27774938	95.9312	25.2208	29.9332	39.1353	14.4402	63.5909	25.1032
ENSMUSG00000032349	Elovl5	NRE	14.13497196	27.92093335	19.44406113	37.76233957	28.06917419	36.38801772	35.53358059	15.1134	30.029	19.6273	41.5355	32.4446	42.5277	41.62
ENSMUSG00000032350	Gclc	NRE	9.873274336	28.97545567	27.59002309	29.15009639	21.46436986	25.23369274	21.97103992	8.59781	24.8673	22.6199	25.0164	17.3346	20.7069	18.0117
ENSMUSG00000032352	Lrrc1	NRE	25.06950135	8.480477163	10.91672861	8.493442313	8.026257886	8.161261823	8.372387985	26.4192	8.52337	10.4386	7.87567	7.18808	7.28563	7.41546
ENSMUSG00000032353	Tmed3	NRE	14.40234705	38.48287586	39.19511806	38.42982047	37.83750897	41.36558475	38.99750927	14.0548	37.2662	36.3938	37.1825	34.8874	38.6841	36.3108
ENSMUSG00000032359	Ctsh	NRE	1.332823617	194.8702809	38.33681782	209.681938	365.2180113	249.1809647	403.6819413	1.15527	187.984	34.1415	198.381	321.617	217.584	356.436
ENSMUSG00000032369	Plscr1	NRE	22.89583691	61.22134385	26.82636139	66.21178181	55.96297852	60.18402652	61.97107816	19.6665	52.7862	21.8665	56.4001	45.8483	49.9595	50.579
ENSMUSG00000032370	Lactb	NRE	10.49496647	8.149554349	6.914513969	8.569932914	6.898625619	7.610262257	7.902173985	10.1062	7.63434	6.29482	8.13282	6.3751	7.16449	7.4444
ENSMUSG00000032373	Car12	NRE	0.072760742	5.911559269	6.172675609	9.363116874	3.573303902	12.14300355	6.102183271	0.160448	5.67774	5.8913	8.75322	3.13563	11.0024	5.46405
ENSMUSG00000032374	Plod2	NRE	11.37342136	7.160703118	20.89117587	4.0519958	3.173698516	1.933018671	1.791538818	9.92879	6.21887	17.333	3.46008	2.67334	1.624	1.49177
ENSMUSG00000032375	Aph1b	NRE	1.504167264	1.217796251	2.182066155	1.481507023	0.987107907	1.736484047	1.125382757	1.20524	0.919346	1.72794	1.11983	0.630416	1.33405	0.882819
ENSMUSG00000032381	Fam96a	NRE	14.81532043	31.52865826	18.81974772	35.49592362	28.61548413	27.85976528	30.84500572	12.9864	26.9531	15.6337	30.2372	23.6512	23.493	25.7984
ENSMUSG00000032382	Snx1	NRE	38.13226739	62.19518194	36.5074478	67.63570628	85.49223136	74.16244767	95.25026126	33.0512	53.3976	29.6701	57.3242	70.2329	61.9293	78.8725
ENSMUSG00000032383	Ppib	NRE	126.1377726	185.649385	165.4045266	155.3772293	157.3643488	152.6419285	154.8370773	108.671	157.704	135.878	130.786	128.869	126.065	127.327
ENSMUSG00000032384	Csnk1g1	NRE	7.457731509	7.334108202	7.244812694	6.675919538	7.035327945	6.51146225	6.538080364	8.14482	8.18782	7.45059	7.19984	7.47543	6.65066	7.03003
ENSMUSG00000032387	Rbpms2	NRE	0.994370192	2.644216665	0.120254275	2.606654588	0.105073858	1.412008337	0.108836773	0.968694	2.6025	0.118993	2.65821	0.106704	1.34384	0.0981711
ENSMUSG00000032388	Spg21	NRE	39.87362409	44.45528072	34.94142189	46.96482115	69.03316937	53.257786	73.60511654	34.718	37.9749	28.9217	40.3458	56.2982	43.9666	60.3802
ENSMUSG00000032393	Dpp8	NRE	21.24285371	17.49234551	23.17476284	17.65205882	19.07712197	16.58122913	18.55323982	20.4934	17.2106	21.5232	17.1175	18.2107	15.843	17.7602
ENSMUSG00000032397	Tipin	NRE	15.90756511	14.23805634	11.42027471	11.58868354	7.945428899	5.128660613	6.144963722	13.8981	12.1482	9.36099	9.82669	6.57079	4.19571	4.93109
ENSMUSG00000032399	Rpl4	NRE	849.2275677	799.5800885	705.991636	777.2975206	792.4104564	614.4002706	724.9681616	723.154	672.616	565.093	646.685	637.459	497.25	583.456
ENSMUSG00000032400	Zwilch	NRE	5.130201587	6.595540604	3.528914469	5.733329147	4.71085255	3.087222674	2.86466148	4.5364	5.91306	3.12128	5.23788	4.10932	2.75314	2.7664
ENSMUSG00000032403	2300009A05Rik	NRE	6.842103848	7.497001495	6.549084179	9.152906832	10.11313042	8.694312916	10.47065945	6.4704	7.07309	5.93519	8.54062	9.05578	7.83654	9.45175
ENSMUSG00000032405	Pias1	NRE	7.03261427	6.752321642	8.355347267	7.447045024	8.183219761	7.821481932	8.779874662	7.97862	7.6882	9.18403	8.40808	9.03118	8.78926	9.76531
ENSMUSG00000032407	2610101N10Rik	NRE	15.35075515	13.65729395	11.77066439	13.38077364	12.08854726	9.723850411	11.82681028	13.0887	11.5614	9.57183	11.3668	9.56684	7.92861	9.58101
ENSMUSG00000032412	Atp1b3	NRE	25.83521809	25.83365007	35.94289847	25.77539641	20.23253767	21.24099952	21.04749059	27.0846	26.4424	34.8876	26.1834	21.2518	22.7892	21.9987
ENSMUSG00000032413	Rasa2	NRE	3.735535445	5.005975843	4.220451429	5.143179363	4.220813497	4.034582974	4.433081512	3.51849	4.92003	3.86098	5.08326	3.82974	3.84251	4.21051
ENSMUSG00000032418	Me1	NRE	16.80893973	53.79572656	20.67724393	73.674897	93.37248428	89.78044423	111.0601637	16.69	52.5054	19.5838	71.6317	85.4587	83.5201	103.275
ENSMUSG00000032422	Snx14	NRE	32.35952397	14.84492218	18.69161092	17.33602316	15.36615726	14.97569958	16.32058012	25.6213	11.5955	14.0735	13.4764	11.457	11.5037	12.3597
ENSMUSG00000032423	Syncrip	NRE	29.37594599	26.40557221	22.22451062	19.43052809	15.88932844	13.14683073	13.67239679	66.8441	60.276	47.1617	44.9158	36.645	31.6549	31.9049
ENSMUSG00000032431	Crtap	NRE	16.19196433	14.4822659	12.06413329	13.06889655	15.94112492	13.42122308	14.94921874	14.1983	12.6079	10.0898	11.1718	13.0474	11.262	12.4313
ENSMUSG00000032434	Cmtm6	NRE	33.7974225	60.27314144	45.90679177	54.73383431	65.66036484	49.9180197	65.61177882	34.2196	60.5311	44.0459	54.602	62.4461	48.2504	62.5771
ENSMUSG00000032435	Dync1li1	NRE	24.72927287	38.52909959	27.17213835	35.71998439	39.03555506	35.20962609	39.17090334	30.5597	47.0026	30.7923	43.8063	49.3068	43.8171	49.1645
ENSMUSG00000032436	Cmtm7	NRE	15.2249467	40.33355014	34.83280647	52.7954118	76.20269567	50.50424708	76.68239806	13.9357	35.8323	29.4555	45.6854	65.1723	43.9003	65.0793
ENSMUSG00000032437	Stt3b	NRE	39.96333068	41.0336167	40.2328116	38.98340622	37.84372801	35.06996772	37.00388811	36.0763	36.6431	34.5689	34.5105	32.079	30.1135	31.4705
ENSMUSG00000032440	Tgfbr2	NRE	24.27006045	1.729882861	4.69975407	1.027659168	0.758865484	0.722998045	0.536885031	23.8214	1.6611	4.32941	0.955688	0.651923	0.631346	0.457841
ENSMUSG00000032458	Copb2	NRE	93.0689564	67.78857564	60.9099938	65.57333754	62.91547536	59.91228828	60.61195375	77.6908	55.9943	47.6736	53.3535	48.8832	47.6943	47.7665
ENSMUSG00000032459	Mrps22	NRE	17.8586749	11.31561189	10.25778145	9.909044085	7.814463232	6.700873632	6.958913772	15.0474	9.54256	8.12478	8.30985	5.93455	5.40827	5.34124
ENSMUSG00000032463	Faim	NRE	19.30881856	14.33161658	16.5091251	13.09952425	11.35236373	11.39016478	11.42509075	17.8985	13.3522	14.598	11.7699	9.70642	9.87639	9.86854
ENSMUSG00000032469	Dbr1	NRE	7.156330235	7.577525918	6.114600378	6.434082556	6.65736719	6.123075559	6.181391438	7.67133	8.08111	6.08993	6.91714	6.68438	6.14559	6.40408
ENSMUSG00000032477	Cdc25a	NRE	6.273544369	6.173238646	7.086705337	6.255358041	4.295817861	5.339692066	3.832701128	5.59628	5.64459	5.97499	5.50503	3.66269	4.62627	3.27098
ENSMUSG00000032480	Dhx30	NRE	15.74489938	14.69006467	18.08240704	14.60300154	16.63188452	14.70278389	15.40410875	25.8387	23.3193	26.5807	22.5295	22.6312	20.8599	20.992
ENSMUSG00000032481	Smarcc1	NRE	20.77540108	20.81902317	20.0330985	17.02179514	17.44787865	13.7255711	14.25623237	23.762	24.3146	22.262	19.6172	19.6067	15.6423	16.2133
ENSMUSG00000032485	Scap	NRE	18.0820453	23.73059226	33.84785466	21.49380763	25.65068021	25.38127474	25.44303214	18.8029	23.4325	31.1149	20.5898	24.3665	24.9667	24.469
ENSMUSG00000032494	Tdgf1	NRE	0.039465427	5.199145285	0.083152674	5.265874132	0.089124465	2.62755553	0.165880669	0.0356275	4.93342	0.082165	4.90139	0.0811939	2.33858	0.148122
ENSMUSG00000032497	Lrrfip2	NRE	13.2490676	7.502452302	9.387567336	6.971546075	6.191476344	7.20822683	6.354261144	12.5029	6.95342	8.52544	6.54807	5.37916	6.39109	5.69186
ENSMUSG00000032498	Mlh1	NRE	7.890783678	8.190833171	7.771100143	8.142058663	6.664915435	6.320497446	6.261605492	6.40833	6.45638	5.98692	6.36681	5.14977	4.8774	4.76564
ENSMUSG00000032501	Trib1	NRE	3.484993144	8.181694409	7.757681921	9.210435718	7.317861687	13.69482389	9.503333498	5.32555	12.5993	11.3576	13.9889	10.5963	20.2181	13.7868
ENSMUSG00000032504	Pdcd6ip	NRE	50.94321097	41.31780308	35.69845838	43.25997913	50.3895512	46.86032524	53.75373013	66.0466	55.4094	42.6054	56.5416	61.9279	59.7477	66.5749
ENSMUSG00000032508	Myd88	NRE	10.00434935	10.0707768	14.79779567	9.966680173	9.250409759	10.41947512	9.815018408	9.29331	9.46337	13.0394	9.21632	8.06318	9.40695	8.98928
ENSMUSG00000032513	Gorasp1	NRE	9.08934211	6.542596734	9.022928525	6.490180913	6.38297794	5.856117743	5.991067089	6.70843	3.57447	5.56041	3.26737	2.74695	2.97966	2.59164
ENSMUSG00000032515	Csrnp1	NRE	9.669373288	29.76120302	15.66853265	29.33152642	29.76476359	32.85003309	33.52838841	9.45481	29.6882	14.6583	28.6942	28.267	31.0746	31.5895
ENSMUSG00000032518	Rpsa	NRE	214.5487295	279.2975571	220.7401612	278.5086444	289.3610056	240.6496662	261.7342078	56.6588	72.653	55.0514	70.2926	69.8463	63.0702	63.4472
ENSMUSG00000032525	Nktr	NRE	24.48905779	13.88385508	15.55223517	13.82414094	20.79065411	16.27135301	19.74145689	31.9325	17.908	19.1828	17.5654	25.8097	20.1483	24.415
ENSMUSG00000032526	Deb1	NRE	13.96291408	10.85668918	10.54644972	11.01089339	10.91090629	10.52469458	10.71708062	16.5079	12.7829	11.9054	13.1601	12.211	11.7135	11.5091
ENSMUSG00000032527	Pccb	NRE	51.32249079	23.36301027	21.30572211	22.1060848	25.65457654	25.20402836	26.25894725	47.8428	21.1389	17.9645	20.1402	23.7009	23.1436	24.6142
ENSMUSG00000032531	Amotl2	NRE	24.29896748	5.329805538	12.84114624	3.492295149	2.191020723	3.584280743	1.826847726	36.3298	7.35159	17.9225	4.95581	3.95212	4.41819	2.46101
ENSMUSG00000032536	Trak1	NRE	22.91646526	11.44896233	25.94966858	11.69983184	11.16723163	15.14261122	11.82828721	24.1802	12.1092	26.1511	12.3943	11.3645	15.5329	12.1797
ENSMUSG00000032540	Abhd5	NRE	15.67839454	8.429862494	11.83039631	10.19782672	7.453417401	10.8966483	8.19206898	22.867	12.806	17.2324	14.8087	9.31852	15.0314	10.5089
ENSMUSG00000032547	Ryk	NRE	31.08445778	23.54251214	21.93028785	20.87543904	22.60491291	17.22320916	19.78439922	31.1939	23.0908	21.1439	20.7094	21.5063	16.5419	19.1728
ENSMUSG00000032551	1110059G10Rik	NRE	3.527147449	2.198250626	2.549827411	2.280680327	1.722888546	1.5491801	1.824442873	10.6235	6.71365	7.63965	6.65526	4.83414	4.40264	4.9371
ENSMUSG00000032554	Trf	NRE	1.173101121	14.03461255	4.124584178	25.95553787	30.34083553	36.60921928	34.57359946	0.266719	33.5706	2.44001	68.237	89.0758	113.821	115.642
ENSMUSG00000032555	Topbp1	NRE	11.9428586	14.74883494	12.30215813	12.37700601	12.75194001	8.439673907	9.063571938	10.5438	13.0091	10.2285	10.7786	10.4641	7.10416	7.5154
ENSMUSG00000032557	Uba5	NRE	30.39149633	14.7895104	17.6388577	14.79372028	16.44507781	15.58811519	15.52405149	35.4654	17.3751	19.4856	17.8767	19.069	17.2451	17.1083
ENSMUSG00000032562	Gnai2	NRE	134.7534347	150.642792	204.8466749	126.1496012	154.8956097	140.0457314	156.038364	117.251	128.989	169.378	107.813	125.577	115.738	127.164
ENSMUSG00000032563	Mrpl3	NRE	46.74424242	11.99264262	12.22119854	11.82628504	10.99384311	9.0810902	9.912955191	78.1438	20.1816	19.0556	19.1544	17.0291	14.5964	15.6606
ENSMUSG00000032565	Nudt16	NRE	10.73219702	7.80902442	7.667614934	9.09422303	11.0061755	9.483192363	11.16903494	10.7849	7.64553	7.12562	8.91865	10.1111	9.05812	10.4943
ENSMUSG00000032570	Atp2c1	NRE	37.55133806	16.36961226	16.80876728	16.92450646	20.09318854	17.93830118	19.96077456	48.2798	21.8784	21.096	22.2509	27.3713	25.7759	28.1148
ENSMUSG00000032571	Pik3r4	NRE	11.23298037	9.607891156	10.3850323	9.35774154	10.93355453	10.10587694	10.46094311	10.2792	8.67494	8.90389	8.40477	9.33864	8.7771	8.99037
ENSMUSG00000032575	Manf	NRE	17.14340825	51.72849717	19.60467924	56.16128915	52.22809438	52.44729131	56.83251855	56.2263	169.287	60.8573	181.42	168.017	169.948	177.947
ENSMUSG00000032577	Mapkapk3	NRE	28.28249001	32.49079827	30.51302537	34.62845401	52.47656549	45.87566755	54.31027249	30.9944	34.7558	31.4121	36.6325	55.7898	49.0939	56.5151
ENSMUSG00000032578	Cish	NRE	22.42932221	27.57550118	21.09056726	30.98415051	47.05951426	40.27188299	50.92423966	44.3999	52.0114	35.0273	58.3676	86.4013	74.8052	94.6808
ENSMUSG00000032580	Rbm5	NRE	57.77012298	37.55639137	62.03641983	35.41865993	43.5117529	41.38160941	43.10763178	46.0454	29.9803	46.5968	27.4925	32.3741	31.6694	32.3853
ENSMUSG00000032582	Rbm6	NRE	23.0384258	18.65751257	20.84418807	18.03499976	18.79112598	16.3581897	18.81225203	22.096	17.5558	19.3668	17.362	16.9999	15.3603	17.9546
ENSMUSG00000032583	Mon1a	NRE	2.40424289	6.845939048	8.261124222	8.837459221	8.663421228	11.09024407	9.413553828	2.29648	6.27314	7.14002	7.97439	7.53683	9.79202	8.31602
ENSMUSG00000032584	Mst1r	NRE	0.027674439	0.847684709	1.362819194	1.642264101	0.823310762	2.287090514	1.124014023	0.0220896	0.74181	1.15749	1.41898	0.665842	1.933	0.963769
ENSMUSG00000032590	Apeh	NRE	21.04244321	22.84454202	25.64141064	29.04039492	32.73114334	33.9882614	35.69126885	17.0379	17.7052	19.1392	22.5872	24.2519	25.5031	26.7849
ENSMUSG00000032596	Uba7	NRE	31.34629516	40.69264473	47.98058916	52.45935123	52.27484623	53.59388017	52.87893569	25.4303	32.3452	36.6599	41.7468	39.7841	41.4021	40.3838
ENSMUSG00000032599	Ip6k2	NRE	27.9125992	15.0991155	24.66205028	14.08472467	14.42268275	16.48252257	15.12300105	48.5394	24.9441	38.7278	23.479	23.7853	27.1613	24.8241
ENSMUSG00000032601	Prkar2a	NRE	12.10449645	7.74973242	11.84535304	8.224526837	7.319475548	9.188532668	7.617695786	11.7994	7.40234	10.8752	7.81478	6.67068	8.55936	7.14371
ENSMUSG00000032602	Slc25a20	NRE	18.66860764	18.15504967	16.9614976	15.10337429	13.87206722	16.07749442	13.94578352	16.1533	15.37	13.8757	12.9763	11.2697	13.0214	11.2095
ENSMUSG00000032604	Qars	NRE	32.7053882	36.96892969	36.07525735	35.7886496	38.46862032	36.38991034	39.73704868	37.7516	42.2486	42.4013	42.753	43.7881	43.8949	45.4706
ENSMUSG00000032606	Nicn1	NRE	15.2835185	10.01061321	9.949410136	12.75927335	15.7511015	13.73821436	15.75520077	14.6801	9.45432	8.97063	12.0837	13.8423	12.3837	14.0991
ENSMUSG00000032612	Usp4	NRE	41.1307105	41.22626257	36.57844853	39.63915338	42.29478884	42.26368029	43.02065333	36.8706	35.9427	30.5037	34.2194	34.8172	35.4174	35.461
ENSMUSG00000032615	Nt5m	NRE	9.731128633	4.856322107	5.351971789	4.878317124	4.521195631	4.584466323	4.49672022	8.80244	4.36202	4.69653	4.42758	4.02626	3.80141	3.8384
ENSMUSG00000032621	Srek1	NRE	20.87613207	15.12107646	15.57026653	15.25877655	22.98093524	16.55665059	22.31235823	21.5229	15.6022	15.4194	15.6734	22.5737	16.4082	21.8411
ENSMUSG00000032624	Eml4	NRE	21.76933664	20.28040072	15.26134197	16.54212432	24.05096527	17.90933862	23.3780561	20.0418	18.6408	13.3753	15.3056	20.9742	16.171	20.404
ENSMUSG00000032625	Thsd7a	NRE	0.019755005	0.720229604	0.15786308	0.721293241	0.720891265	0.712366351	0.649756813	0.0322618	1.17908	0.212387	1.14378	1.052	1.17923	0.976499
ENSMUSG00000032633	Flcn	NRE	16.89550435	6.42753494	9.262827282	6.344862018	8.949932583	8.167474402	10.24748811	19.2365	6.94985	9.81957	6.85287	9.69572	8.51702	11.3384
ENSMUSG00000032640	Chsy1	NRE	6.344585857	4.012892799	3.825980828	2.592888691	2.532090862	2.142557356	2.195637254	7.19128	4.4933	4.12882	2.91173	2.68303	2.32539	2.29395
ENSMUSG00000032652	Crebl2	NRE	11.67242463	7.339115056	5.675263537	11.12183354	20.49808465	15.30894133	23.26795013	13.8257	8.85206	6.04122	12.3952	24.2314	18.2179	26.5606
ENSMUSG00000032667	Pon2	NRE	18.42476088	16.18558348	14.09429462	15.81980815	10.0786113	13.87180984	11.10744381	16.2735	13.8859	11.4698	13.47	8.26995	11.6011	9.2372
